track,album,artist,genre,popularity,explicit,release_date,duration_ms,track_score,duration_min,release_year
Loco Tu Forma De Ser,Las Dos Caras De La Cumbia,Alberto Y Roberto,grupera,67,False,2020-08-07,229466,33.5,3.8244333333333334,2020
Caballero,Hecho En México,Alejandro Fernández,mariachi,70,False,2020-02-14,229053,35.0,3.81755,2020
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,reggaeton,70,True,2020-04-24,345240,35.0,5.754,2020
LA DROGA,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,reggaeton,73,True,2020-11-27,162299,36.5,2.7049833333333333,2020
Jerusalema (feat. Nomcebo Zikode),Jerusalema,Master KG,amapiano,74,False,2020-01-24,342612,37.0,5.7102,2020
Gymnopédie,Baby Sleep Music,Lullaby Time,lullaby,71,False,2020-06-19,123534,35.5,2.0589,2020
Hush Little Baby,Baby Sleep Music,Lullaby Time,lullaby,71,False,2020-06-19,112667,35.5,1.8777833333333334,2020
Favorito,Por Primera Vez,Camilo,colombian pop,72,False,2020-04-17,209765,36.0,3.4960833333333334,2020
Mad World,Mad World,Timmy Trumpet,melbourne bounce,70,False,2020-12-04,153303,35.0,2.55505,2020
eight(Prod.&Feat. SUGA of BTS),eight,IU,k-pop,70,False,2020-05-06,167573,35.0,2.792883333333333,2020
Parce (feat. Justin Quiles),PAPI JUANCHO,Maluma,reggaeton,72,False,2020-08-21,248345,36.0,4.139083333333334,2020
Por Primera Vez,Por Primera Vez,Camilo,colombian pop,72,False,2020-04-17,182708,36.0,3.0451333333333332,2020
Caile,L3tra,Luar La L,trap latino,70,True,2020-12-18,141340,35.0,2.3556666666666666,2020
Hablamos Mañana,YHLQMDLG,Bad Bunny,reggaeton,72,False,2020-02-29,240253,36.0,4.004216666666666,2020
LVCC,Easy Money Baby,Myke Towers,reggaeton,74,True,2020-01-24,141550,37.0,2.359166666666667,2020
Ginger (feat. Burna Boy),Made In Lagos,Wizkid,afrobeats,68,False,2020-10-29,196146,34.0,3.2691,2020
Nace Un Borracho,AYAYAY! (Deluxe),Christian Nodal,banda,67,False,2020-09-11,176346,33.5,2.9391,2020
Tú,Easy Money Baby,Myke Towers,reggaeton,75,True,2020-01-24,204746,37.5,3.4124333333333334,2020
Keii,Keii,Anuel AA,reggaeton,69,False,2020-02-07,210000,34.5,3.5,2020
Mamichula - con Nicki Nicole,Atrevido,Trueno,argentine trap,78,False,2020-07-23,219201,39.0,3.65335,2020
BORRAXXA,FERXXO (VOL 1: M.O.R),Feid,reggaeton,70,False,2020-04-23,223480,35.0,3.724666666666667,2020
Fever,Future Nostalgia,Dua Lipa,pop,68,False,2020-03-27,156910,34.0,2.6151666666666666,2020
Not Shy,Not Shy,ITZY,k-pop,68,False,2020-08-17,177728,34.0,2.9621333333333335,2020
Born to Shine,G.O.A.T.,Diljit Dosanjh,bhangra,78,False,2020-07-29,213333,39.0,3.55555,2020
A Partir De Hoy,En Tus Planes,David Bisbal,latin pop,72,False,2020-01-02,196802,36.0,3.2800333333333334,2020
Robbery,14 Steps To A Better You,Lime Cordiale,surf rock,65,False,2020-07-10,223233,32.5,3.72055,2020
Victoria,Victoria,Lunay,reggaeton,68,False,2020-09-18,223488,34.0,3.7248,2020
Lemon,STRAY SHEEP,Kenshi Yonezu,j-pop,73,False,2020-08-05,255826,36.5,4.263766666666666,2020
Relación Rota,Easy Money Baby,Myke Towers,reggaeton,73,True,2020-01-24,160666,36.5,2.677766666666667,2020
La Historia,La Historia,El Taiger,timba,69,False,2020-10-23,237900,34.5,3.965,2020
Infinity (feat. Omah Lay),Carpe Diem,Olamide,afrobeats,70,True,2020-10-07,171764,35.0,2.8627333333333334,2020
Blessed (feat. Damian Marley),Made In Lagos,Wizkid,afrobeats,65,False,2020-10-29,262973,32.5,4.382883333333333,2020
La Playa,Easy Money Baby,Myke Towers,reggaeton,70,True,2020-01-24,207731,35.0,3.4621833333333334,2020
Again,Realms,Wande Coal,afrobeats,69,False,2020-09-10,156083,34.5,2.601383333333333,2020
Todo Va a Estar Bien (feat. Evan Craft),20/20,Redimi2,christian,65,False,2020-08-20,191543,32.5,3.1923833333333334,2020
Explícito,Para Mi Ex,Myke Towers,reggaeton,70,True,2020-12-15,195066,35.0,3.2511,2020
Llévame A La Cruz,Vida Encontré,Majo y Dan,worship,65,False,2020-06-12,260000,32.5,4.333333333333333,2020
Sempe,ZaZa Vibes,L.A.X,afrobeats,67,True,2020-11-25,171428,33.5,2.8571333333333335,2020
Titanic,Mesa Para Dos,Kany García,latin pop,67,False,2020-05-28,238628,33.5,3.977133333333333,2020
Best of Me - Radio Edit,Best of Me (Radio Edit),ARTBAT,melodic techno,68,False,2020-09-11,229440,34.0,3.824,2020
Dibújame,Dibújame,Rich Vagos,mexican hip hop,72,False,2020-04-03,236932,36.0,3.9488666666666665,2020
MIB,Easy Money Baby,Myke Towers,reggaeton,71,True,2020-01-24,134013,35.5,2.23355,2020
Excuses,Excuses,AP Dhillon,punjabi hip hop,77,False,2020-07-24,176232,38.5,2.9372,2020
Profecía,Profecía,Ñengo Flow,reggaeton,69,True,2020-11-06,205700,34.5,3.4283333333333332,2020
Voilà,Voilà,Barbara Pravi,chanson,71,False,2020-11-06,176815,35.5,2.9469166666666666,2020
X19X,FERXXO (VOL 1: M.O.R),Feid,reggaeton,68,False,2020-04-23,161106,34.0,2.6851,2020
Sang Rahiyo,Sang Rahiyo,Jasleen Royal,hindi pop,80,False,2020-09-10,213288,40.0,3.5548,2020
Las Locuras Mías,Las Locuras Mías,Silvestre Dangond,vallenato,67,False,2020-12-03,222043,33.5,3.7007166666666667,2020
G.O.A.T.,G.O.A.T.,Diljit Dosanjh,bhangra,74,False,2020-07-29,223636,37.0,3.7272666666666665,2020
Ikaw Lang,Ikaw Lang,NOBITA,opm,78,False,2020-06-12,263500,39.0,4.391666666666667,2020
The Power,Duality,Duke Dumont,house,66,False,2020-04-17,197449,33.0,3.2908166666666667,2020
+Linda,+Linda,Dalex,reggaeton,66,False,2020-04-20,161748,33.0,2.6958,2020
N'y pense plus,Fleur froide,Tayc,french r&b,71,False,2020-12-04,212013,35.5,3.53355,2020
Brown Munde,Brown Munde,AP Dhillon,punjabi hip hop,73,False,2020-09-18,254400,36.5,4.24,2020
NAN CHUN,NAN CHUN,SE SO NEON,k-rock,58,False,2020-05-10,229493,29.0,3.824883333333333,2020
Lejanía,Lejanía,Ryan Castro,reggaeton,67,True,2020-11-27,234216,33.5,3.9036,2020
Tender love,I Need Space,Mounika.,lo-fi beats,63,False,2020-06-19,203500,31.5,3.3916666666666666,2020
que putas,BAHÍA DUCATI,Feid,reggaeton,68,True,2020-09-11,153746,34.0,2.5624333333333333,2020
Me Olvidé De Los 2,LA ISLA LP,Rels B,urbano latino,72,True,2020-12-26,179066,36.0,2.9844333333333335,2020
"Humdard (From ""Ek Villain"")",Ultimate Love Songs - Arijit Singh,Arijit Singh,hindi pop,79,False,2020-05-19,260590,39.5,4.343166666666667,2020
Missed Call,No Vacancy,Treaty Oak Revival,country,82,True,2021-01-29,255125,41.0,4.252083333333333,2021
7 Summers,Dangerous: The Double Album,Morgan Wallen,country,82,False,2021-01-08,210506,41.0,3.5084333333333335,2021
Heavy,CINEMA,The Marías,bedroom pop,86,False,2021-06-25,253213,43.0,4.2202166666666665,2021
Wasted On You,Dangerous: The Double Album,Morgan Wallen,country,82,False,2021-01-08,178520,41.0,2.9753333333333334,2021
More Than My Hometown,Dangerous: The Double Album,Morgan Wallen,country,81,False,2021-01-08,216573,40.5,3.60955,2021
Freaks,Freaks,Surf Curse,indie,88,False,2021-05-15,147062,44.0,2.451033333333333,2021
No Vacancy,No Vacancy,Treaty Oak Revival,country,80,False,2021-01-29,244429,40.0,4.073816666666667,2021
Buy Dirt,Buy Dirt,Jordan Davis,country,81,False,2021-05-21,167480,40.5,2.791333333333333,2021
Pain,to hell with it,PinkPantheress,bedroom pop,85,False,2021-10-15,98544,42.5,1.6424,2021
Ode To Bourbon,No Vacancy,Treaty Oak Revival,country,79,False,2021-01-29,241375,39.5,4.022916666666666,2021
Cover Me Up,Dangerous: The Double Album,Morgan Wallen,country,80,False,2021-01-08,293706,40.0,4.8951,2021
LOT OF ME,We Love You Tecca 2,Lil Tecca,melodic rap,82,False,2021-08-27,123870,41.0,2.0645,2021
'Til You Can't,Human The Double Album,Cody Johnson,texas country,79,False,2021-10-08,224213,39.5,3.736883333333333,2021
Wonder,Wonder,Megan Moroney,country,78,False,2021-02-26,222139,39.0,3.7023166666666665,2021
Son Of A Sinner,Ballads of the Broken,Jelly Roll,country hip hop,78,False,2021-09-17,232093,39.0,3.8682166666666666,2021
Sand In My Boots,Dangerous: The Double Album,Morgan Wallen,country,78,False,2021-01-08,202133,39.0,3.3688833333333332,2021
Shivers,=,Ed Sheeran,soft pop,86,False,2021-10-25,207853,43.0,3.4642166666666667,2021
2055,Still Sleep?,Sleepy Hallow,brooklyn drill,79,True,2021-06-02,123986,39.5,2.0664333333333333,2021
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,alternative r&b,80,False,2021-07-09,214453,40.0,3.5742166666666666,2021
Mr.Trouble,Mr.Trouble,BigXthaPlug,southern hip hop,78,True,2021-05-13,122000,39.0,2.033333333333333,2021
Things A Man Oughta Know,Sayin’ What I’m Thinkin’,Lainey Wilson,country,76,False,2021-02-19,203373,38.0,3.38955,2021
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,rap,79,True,2021-03-05,192956,39.5,3.2159333333333335,2021
Desenfocao',VICE VERSA,Rauw Alejandro,reggaeton,84,False,2021-12-10,170535,42.0,2.84225,2021
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,rap,82,True,2021-09-03,291175,41.0,4.852916666666666,2021
stranger,Sailing Soul(s),Jhené Aiko,r&b,76,True,2021-03-19,214893,38.0,3.58155,2021
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,rap,78,True,2021-09-03,242965,39.0,4.049416666666667,2021
Todo De Ti,VICE VERSA,Rauw Alejandro,reggaeton,83,True,2021-12-10,199604,41.5,3.3267333333333333,2021
La Old Skul,VICE VERSA,Rauw Alejandro,reggaeton,83,True,2021-12-10,214857,41.5,3.58095,2021
I Must Apologise,to hell with it,PinkPantheress,bedroom pop,79,False,2021-10-15,108373,39.5,1.8062166666666666,2021
Bad Habits,=,Ed Sheeran,soft pop,85,False,2021-10-25,230746,42.5,3.8457666666666666,2021
Memories,JORDI (Deluxe),Maroon 5,pop,86,False,2021-06-11,189486,43.0,3.1581,2021
One Time Thing,No Vacancy,Treaty Oak Revival,country,74,False,2021-01-29,233355,37.0,3.88925,2021
Only Thing That’s Gone (feat. Chris Stapleton),Dangerous: The Double Album,Morgan Wallen,country,75,False,2021-01-08,196706,37.5,3.2784333333333335,2021
Está Dañada,Alma Vacía,Ivan Cornejo,sad sierreño,78,False,2021-08-20,214148,39.0,3.5691333333333333,2021
Desesperados,VICE VERSA,Rauw Alejandro,reggaeton,84,True,2021-12-10,224996,42.0,3.7499333333333333,2021
Need It (feat. YoungBoy Never Broke Again),Culture III,Migos,trap,77,True,2021-06-11,195680,38.5,3.2613333333333334,2021
Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,edm,82,False,2021-05-21,154983,41.0,2.58305,2021
Avalon,Long Term Effects of SUFFERING,$uicideboy$,emo rap,75,True,2021-08-13,140858,37.5,2.3476333333333335,2021
Pipe Down,Certified Lover Boy,Drake,rap,76,True,2021-09-03,205721,38.0,3.4286833333333333,2021
Easy On Me,30,Adele,soft pop,84,False,2021-11-19,224694,42.0,3.7449,2021
Paper Soldier (feat. Joony),Paper Soldier (feat. Joony),Brent Faiyaz,r&b,76,True,2021-02-08,202106,38.0,3.3684333333333334,2021
Dangerous,Dangerous: The Double Album,Morgan Wallen,country,73,False,2021-01-08,147893,36.5,2.4648833333333333,2021
Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,rap,79,True,2021-09-03,221979,39.5,3.69965,2021
Yebba’s Heartbreak,Certified Lover Boy,Drake,rap,80,True,2021-09-03,133762,40.0,2.2293666666666665,2021
TSU,Certified Lover Boy,Drake,rap,76,True,2021-09-03,308755,38.0,5.1459166666666665,2021
Miss The Rage,Trip At Knight,Trippie Redd,melodic rap,77,True,2021-08-21,236883,38.5,3.94805,2021
Break It Off - Bonus,to hell with it,PinkPantheress,bedroom pop,77,False,2021-10-15,96133,38.5,1.6022166666666666,2021
New Light,Sob Rock,John Mayer,singer-songwriter,79,False,2021-07-16,217426,39.5,3.6237666666666666,2021
Tell Em,Tell Em,Cochise,rage rap,75,True,2021-05-28,180379,37.5,3.0063166666666667,2021
Beautiful Mistakes (feat. Megan Thee Stallion),JORDI (Deluxe),Maroon 5,pop,78,False,2021-06-11,227395,39.0,3.7899166666666666,2021
Siesta Freestyle,Dancy Party,Lewis OfMan,french indie pop,79,False,2021-03-12,194160,39.5,3.236,2021
The Perfect Girl,The Perfect Girl,Mareux,darkwave,78,False,2021-12-08,194423,39.0,3.2403833333333334,2021
Yonaguni,Yonaguni,Bad Bunny,reggaeton,81,True,2021-06-04,206710,40.5,3.4451666666666667,2021
Rock N Roll,Project X,Ken Carson,rage rap,73,True,2021-07-23,148808,36.5,2.4801333333333333,2021
Pepas,Pepas,Farruko,reggaeton,82,True,2021-06-24,287120,41.0,4.785333333333333,2021
Por Las Noches,Por Las Noches,Peso Pluma,corrido,77,False,2021-06-11,238888,38.5,3.9814666666666665,2021
All For Me,RY RY WORLD,Mariah the Scientist,alternative r&b,74,False,2021-07-09,178800,37.0,2.98,2021
EL BARCO,KG0516,KAROL G,reggaeton,81,False,2021-03-26,203506,40.5,3.391766666666667,2021
Monëy so big,Up 2 Më,Yeat,rage rap,75,True,2021-09-10,160052,37.5,2.6675333333333335,2021
Stuck On You,When It's All Said And Done... Take Time,GIVĒON,r&b,75,False,2021-03-12,205205,37.5,3.4200833333333334,2021
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,alté,78,True,2021-09-16,204763,39.0,3.412716666666667,2021
Easy On Me,Easy On Me,Adele,soft pop,81,False,2021-10-14,224694,40.5,3.7449,2021
all I want is you,all I want is you,Rebzyyx,hyperpop,78,True,2021-02-09,151415,39.0,2.5235833333333333,2021
Ya Supérame (En Vivo),Ya Supérame (En Vivo),Grupo Firme,banda,77,False,2021-08-13,189050,38.5,3.1508333333333334,2021
Diamantes,A Mis 20,Natanael Cano,corridos tumbados,80,False,2021-05-28,211352,40.0,3.5225333333333335,2021
Volví,Volví,Aventura,bachata,78,True,2021-08-03,230125,39.0,3.8354166666666667,2021
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,phonk,81,True,2021-11-25,142839,40.5,2.38065,2021
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,reggaeton,76,True,2021-12-10,295038,38.0,4.9173,2021
I Speak Jesus,Endless Praise,Charity Gayle,worship,72,False,2021-09-10,469480,36.0,7.824666666666666,2021
Give It To Me - Full Vocal Mix,Give It To Me (Full Vocal Mix),Matt Sassari,tech house,82,False,2021-10-22,102860,41.0,1.7143333333333333,2021
WASTE,DISORDER,KXLLSWXTCH,trap metal,76,False,2021-10-29,120428,38.0,2.0071333333333334,2021
Nobody But You,Nobody But You,Sonder,dark r&b,73,True,2021-04-09,213214,36.5,3.5535666666666668,2021
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,banda,78,True,2021-05-12,238677,39.0,3.97795,2021
ONLY,4 ONLY,LeeHi,k-ballad,80,False,2021-09-09,240906,40.0,4.0151,2021
Cosa Guapa,VICE VERSA,Rauw Alejandro,reggaeton,77,True,2021-12-10,255712,38.5,4.261866666666666,2021
La Buena y la Mala,"De Lo Bueno, Lo Mejor",Banda Tierra Sagrada,banda,78,False,2021-04-01,204453,39.0,3.40755,2021
2/Catorce,VICE VERSA,Rauw Alejandro,reggaeton,75,True,2021-12-10,205714,37.5,3.4285666666666668,2021
El Doctor,Money,Grupo Marca Registrada,corrido,76,False,2021-05-17,235328,38.0,3.9221333333333335,2021
Amor Fugaz,The Life in Your Eyes,Los Del Limit,sad sierreño,75,False,2021-05-28,175124,37.5,2.9187333333333334,2021
Jireh (feat. Chandler Moore & Naomi Raine),Old Church Basement,Elevation Worship,worship,71,False,2021-04-30,598994,35.5,9.983233333333333,2021
FRIKI,INTER SHIBUYA (FERXXO EDITION),Feid,reggaeton,77,False,2021-12-17,145120,38.5,2.4186666666666667,2021
I'm so crazy for youuu </3,I'm so crazy for youuu </3,Rebzyyx,hyperpop,74,True,2021-04-13,110133,37.0,1.83555,2021
Cúrame,VICE VERSA,Rauw Alejandro,reggaeton,78,True,2021-12-10,164705,39.0,2.7450833333333335,2021
Always n Forever (feat. Lil Baby),RY RY WORLD,Mariah the Scientist,alternative r&b,71,True,2021-07-09,197040,35.5,3.284,2021
Drunk-Dazed,BORDER : CARNIVAL,ENHYPEN,k-pop,77,False,2021-04-26,193260,38.5,3.221,2021
Run,Human (Deluxe),OneRepublic,soft pop,77,False,2021-08-27,168259,38.5,2.804316666666667,2021
1004 KM,$ad Boyz 4 Life,Junior H,corridos tumbados,74,True,2021-02-12,282000,37.0,4.7,2021
DO 4 LOVE,Spotify Singles,Snoh Aalegra,alternative r&b,72,False,2021-10-29,189462,36.0,3.1577,2021
El Del Palenque,El Del Palenque,Los Alegres Del Barranco,corrido,76,False,2021-11-12,192876,38.0,3.2146,2021
Do It To It,Do It To It,ACRAZE,tech house,80,False,2021-08-20,157890,40.0,2.6315,2021
Botella Tras Botella,Botella Tras Botella,Gera MX,mexican hip hop,77,False,2021-04-23,197333,38.5,3.288883333333333,2021
200 COPAS,KG0516,KAROL G,reggaeton,77,False,2021-03-26,217213,38.5,3.620216666666667,2021
Me Acostumbre A Lo Bueno,"Del Barrio Hasta Aquí, Vol. 2",Fuerza Regida,corrido,72,True,2021-12-31,140983,36.0,2.3497166666666667,2021
Sunshine,Sunshine,OneRepublic,soft pop,76,False,2021-11-10,163854,38.0,2.7309,2021
Sorry Bout That,4L,Yeat,rage rap,71,True,2021-06-10,186017,35.5,3.1002833333333335,2021
you not the same,you not the same,TileKid,dark ambient,74,False,2021-03-05,128798,37.0,2.1466333333333334,2021
Tus Jefes No Me Quieren,Tus Jefes No Me Quieren. Llegó la Cumbia,Grupo Ensamble,cumbia sonidera,73,False,2021-01-15,226346,36.5,3.7724333333333333,2021
El Ruddy,Corridos 602,Edgardo Nuñez,corrido,72,False,2021-11-12,183594,36.0,3.0599,2021
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,house,80,False,2021-01-15,169153,40.0,2.8192166666666667,2021
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,rap,77,True,2021-01-15,162802,38.5,2.7133666666666665,2021
Roi,Euphories,Videoclub,french indie pop,79,False,2021-01-29,222280,39.5,3.7046666666666668,2021
FEVER,BORDER : CARNIVAL,ENHYPEN,k-pop,77,False,2021-04-26,172106,38.5,2.8684333333333334,2021
Where Are You Now,Where Are You Now,Lost Frequencies,tropical house,81,False,2021-07-30,148197,40.5,2.46995,2021
Ya Acabo,"DEV, Vol. 2",Marca MP,corrido,73,False,2021-02-19,189408,36.5,3.1568,2021
Close Eyes,Close Eyes,DVRST,phonk,76,True,2021-05-25,132346,38.0,2.205766666666667,2021
Todo De Ti,Todo De Ti,Rauw Alejandro,reggaeton,76,True,2021-05-20,199604,38.0,3.3267333333333333,2021
The Motto,The Motto,Tiësto,edm,77,False,2021-11-04,164818,38.5,2.746966666666667,2021
Still Your Best,When It's All Said And Done... Take Time,GIVĒON,r&b,69,False,2021-03-12,177445,34.5,2.9574166666666666,2021
Nostálgico,Nostálgico,Rvssian,trap latino,75,True,2021-09-08,209883,37.5,3.49805,2021
Thunder,Thunder,Gabry Ponte,slap house,80,False,2021-05-07,160000,40.0,2.6666666666666665,2021
Sexo Virtual,VICE VERSA,Rauw Alejandro,reggaeton,75,True,2021-12-10,208291,37.5,3.4715166666666666,2021
Fountains (with Tems),Certified Lover Boy,Drake,rap,74,True,2021-09-03,192417,37.0,3.20695,2021
El Vago De Los Nike,Vive Y Dejame Vivir,Tito Torbellino Jr,corrido,71,False,2021-08-19,176208,35.5,2.9368,2021
Wellerman - Sea Shanty,Wellerman (Sea Shanty),Nathan Evans,sea shanties,74,False,2021-01-21,155333,37.0,2.5888833333333334,2021
Amour plastique,Euphories,Videoclub,french indie pop,78,False,2021-01-29,225040,39.0,3.7506666666666666,2021
Volando - Remix,Volando (Remix),Mora,urbano latino,80,True,2021-07-08,273474,40.0,4.5579,2021
EL MAKINON,KG0516,KAROL G,reggaeton,75,False,2021-03-26,209160,37.5,3.486,2021
I Quit Drinking,I Quit Drinking,Kelsea Ballerini,country,73,False,2021-06-09,171200,36.5,2.8533333333333335,2021
CONTIGO VOY A MUERTE,KG0516,KAROL G,reggaeton,77,False,2021-03-26,219960,38.5,3.666,2021
Julieta,Julieta,LATIN MAFIA,latin r&b,77,False,2021-12-24,210413,38.5,3.506883333333333,2021
Hit the Road Jack,True Genius,Ray Charles,jazz blues,74,False,2021-09-10,119880,37.0,1.998,2021
H.S.K.T. (feat. Wonstein),4 ONLY,LeeHi,k-ballad,73,False,2021-09-09,204453,36.5,3.40755,2021
Brahms Lullaby,Brahms Lullaby,Lucy Bennett,lullaby,73,False,2021-09-30,99877,36.5,1.6646166666666666,2021
Amnesia,Amnesia,La Santa Grifa,mexican hip hop,74,True,2021-06-11,188604,37.0,3.1434,2021
Tuyo,Primer Dia de Clases,Mora,urbano latino,82,True,2021-02-05,269714,41.0,4.495233333333333,2021
A La Antigüita,Vamos Bien,Calibre 50,banda,74,False,2021-02-05,156266,37.0,2.604433333333333,2021
Fuga Pa Cali 2,La Clase,Grupo Los de la O,corrido,74,True,2021-11-12,196864,37.0,3.281066666666667,2021
Locura y Maldad,Locura y Maldad,Cris Mj,reggaeton chileno,74,True,2021-10-15,200000,37.0,3.3333333333333335,2021
Que Nadie Sepa,Que Nadie Sepa,Cardenales De Nuevo León,norteño,75,False,2021-04-01,211400,37.5,3.5233333333333334,2021
OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,dance pop,76,False,2021-08-13,162603,38.0,2.71005,2021
Tusa,KG0516,KAROL G,reggaeton,74,True,2021-03-26,201920,37.0,3.3653333333333335,2021
Mai,Euphories,Videoclub,french indie pop,76,False,2021-01-29,215600,38.0,3.5933333333333333,2021
Mi Razón De Ser,"Dany, Te Dedico Esta Canción Con Todo Mi Corazón",Banda Sinaloense MS de Sergio Lizárraga,banda,63,False,2021-02-05,209906,31.5,3.4984333333333333,2021
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,reggaeton,74,False,2021-10-05,207301,37.0,3.455016666666667,2021
Aloha,"Aloha (feat. Darell, Mambo Kingz & Dj Luian)",Maluma,reggaeton,76,False,2021-03-05,241659,38.0,4.02765,2021
La Sinvergüenza,La Sinvergüenza,Christian Nodal,banda,74,False,2021-09-24,198529,37.0,3.3088166666666665,2021
ALMAS GEMELAS,ALMAS GEMELAS,Myke Towers,reggaeton,78,False,2021-07-22,235411,39.0,3.9235166666666665,2021
Marea (we’ve lost dancing),Actual Life (April 14 - December 17 2020),Fred again..,stutter house,76,False,2021-04-15,285375,38.0,4.75625,2021
512,Primer Dia de Clases,Mora,urbano latino,78,True,2021-02-05,193636,39.0,3.2272666666666665,2021
En nuit,Euphories,Videoclub,french indie pop,76,False,2021-01-29,221106,38.0,3.6851,2021
Medallo,Hecho En Medellín,Blessd,reggaeton,76,True,2021-10-27,233453,38.0,3.8908833333333335,2021
"Ay, DiOs Mío!",KG0516,KAROL G,reggaeton,73,False,2021-03-26,189413,36.5,3.1568833333333335,2021
No Wahala,Original Vibe Machine,1da Banton,afrobeats,79,False,2021-07-23,162285,39.5,2.70475,2021
Stick-Up,Stick-Up,Pimp Chic!,brazilian bass,72,False,2021-11-19,191428,36.0,3.1904666666666666,2021
BEBÉ,Mis Manos,Camilo,colombian pop,74,False,2021-03-04,197284,37.0,3.2880666666666665,2021
La Purga,La Purga,Grupo 360,corrido,71,False,2021-11-12,231572,35.5,3.8595333333333333,2021
Happy Birthday,Happy Birthday,Tempo,latin hip hop,73,False,2021-12-09,155629,36.5,2.5938166666666667,2021
Quiéreme Mientras Se Pueda,Dopamina,Manuel Turizo,reggaeton,74,False,2021-04-09,191945,37.0,3.1990833333333333,2021
夜に駆ける,THE BOOK,YOASOBI,j-pop,74,False,2021-01-06,258838,37.0,4.3139666666666665,2021
The Feels,Formula of Love: O+T=<3,TWICE,k-pop,73,False,2021-11-12,198053,36.5,3.300883333333333,2021
Christmas Tree,"Our Beloved Summer (Original Television Soundtrack), Pt. 5",V,k-pop,75,False,2021-12-24,209946,37.5,3.4991,2021
Se Fue La Pantera (En Vivo),Se Fue La Pantera (En Vivo),Grupo Firme,banda,72,False,2021-08-12,202021,36.0,3.3670166666666668,2021
Permission to Dance,Permission to Dance,BTS,k-pop,76,False,2021-07-23,187585,38.0,3.1264166666666666,2021
Porte Exuberante,A Mis 20,Natanael Cano,corridos tumbados,73,False,2021-05-28,213943,36.5,3.565716666666667,2021
Rescue Me,Human (Deluxe),OneRepublic,soft pop,71,False,2021-08-27,159650,35.5,2.660833333333333,2021
Your Love (9PM),Your Love (9PM),ATB,trance,77,False,2021-01-15,150052,38.5,2.5008666666666666,2021
El F,A Mis 20,Natanael Cano,corridos tumbados,72,False,2021-05-28,249286,36.0,4.154766666666666,2021
Qué Más Pues?,JOSE,J Balvin,reggaeton,75,False,2021-09-10,217360,37.5,3.6226666666666665,2021
0X1=LOVESONG (I Know I Love You) feat. Seori,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,k-pop,72,False,2021-05-31,202203,36.0,3.37005,2021
I'm so fucked up please help me,I'm so fucked up please help me,Rebzyyx,hyperpop,68,True,2021-03-06,110602,34.0,1.8433666666666666,2021
Hola Como Vas,Sauce Boyz 2,Eladio Carrion,trap latino,76,False,2021-12-02,198739,38.0,3.312316666666667,2021
Supiste Hacerme Mal,La Revancha,Edwin Luna y La Trakalosa de Monterrey,banda,73,False,2021-04-01,225280,36.5,3.7546666666666666,2021
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,afrobeats,76,False,2021-09-09,188368,38.0,3.139466666666667,2021
Ley Seca,Timelezz,JHAYCO,reggaeton,75,False,2021-09-03,263253,37.5,4.38755,2021
Mon Amour - Remix,Mon Amour (Remix),zzoilo,latin pop,79,False,2021-08-18,179940,39.5,2.999,2021
Vida de Rico,Mis Manos,Camilo,colombian pop,74,False,2021-03-04,184721,37.0,3.078683333333333,2021
Si Te Interesa,Si Te Interesa,Beéle,latin afrobeats,74,False,2021-11-10,232500,37.0,3.875,2021
UN DIA (ONE DAY),JOSE,J Balvin,reggaeton,72,False,2021-09-10,232146,36.0,3.8691,2021
Pa' Olvidarme De Ella,El Amor En Los Tiempos Del Perreo,Piso 21,reggaeton,73,True,2021-03-18,227233,36.5,3.7872166666666667,2021
No Te Deseo el Mal,Sauce Boyz 2,Eladio Carrion,trap latino,69,True,2021-12-02,232560,34.5,3.876,2021
Me Gustas Natural,Sauce Boyz 2,Eladio Carrion,trap latino,76,True,2021-12-02,170078,38.0,2.834633333333333,2021
2 Veces,Recordando A Una Leyenda,Los Plebes del Rancho de Ariel Camacho,banda,70,False,2021-05-21,191946,35.0,3.1991,2021
